RCIfwfFi--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
BTANKjhv--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
x8hpMcWT--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
t3HtfKeT--,,,,,GET,/,OTHER,200,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
B8WjPbb6--,,,,,GET,/v1/,OTHER,404,0,,,curl/7.68.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
xlKeROMV--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.43",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
bOi48rWG--,,,,,GET,/.env,OTHER,404,0,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/75.0.3770.103 Mobile/15E148 Safari/605.1",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
q0ulrx3l--,,,,,GET,/.env,OTHER,404,0,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
NN2EYAiG--,,,,,GET,/.env,OTHER,404,0,,,"Mozilla/5.0 (Linux; Android 9; SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/75.0.3770.101 Mobile Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
JrdxRzfV--,,,,,GET,/,OTHER,200,0,,,Hello World/1.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
X1OjpMbb--,,,,,POST,/boaform/admin/formLogin,OTHER,404,0,,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
Xcx7zK7B--,,,,,GET,/robots.txt,OTHER,404,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
qHt6oDwQ--,,,,,GET,/robots.txt,OTHER,404,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
NPmqXJqu--,,,,,GET,/v1/,OTHER,404,0,,,curl/7.68.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
mOvkn52S--,,,,,GET,/,OTHER,200,0,,,python-requests/2.32.3,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
fGcES9qP--,,,,,GET,/ICubeAppBuilder/jsp/welcome.jsp,OTHER,200,0,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36 Edg/114.0.1823.43",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
QLlvUmln--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
yYbseQ3Y--,,,,,GET,/v1/,OTHER,404,0,,,curl/7.68.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
FxklEafD--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
pSMwGj84--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
UA1ydQvN--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
z4sbSvAG--,,,,,GET,/.well-known/traffic-advice,OTHER,404,0,,,Chrome Privacy Preserving Prefetch Proxy,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
Ym7uHAf3--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
73T2lEFJ--,,,,,GET,/,OTHER,200,0,,,Hello World/1.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
YoJbqjbW--,,,,,HEAD,/acmee/jsp/app.jsp,OTHER,200,0,,,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.100",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
9XEjRrXm--,,,,,GET,/.docker/.env,OTHER,404,0,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3880.4 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
rSXlFx5B--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
BoHFFkGC--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
WVKwDN2Y--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
o8mG4uW9--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
IBFfdPfc--,,,,,GET,/robots.txt,OTHER,404,0,,,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
15VMl38q--,,,,,GET,/,OTHER,200,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
vz9hCOy3--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
O1YRX4Dp--,,,,,GET,/robots.txt,OTHER,404,0,,,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
qTm5QrEa--,,,,,GET,/,OTHER,200,0,,,Hello World/1.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
gUntE342--,,,,,GET,/,OTHER,200,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
oGEikLbh--,,,,,GET,/robots.txt,OTHER,404,0,,,Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/),False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
e2YFYxVh--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.103 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
GrrFvhif--,,,,,GET,/home/css/dms/idct/images/Yalamanchili_Manufacturing_Logo.png,OTHER,200,0,,,Googlebot-Image/1.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
BKYquXtQ--,,,,,GET,/,OTHER,200,0,,,python-requests/2.32.3,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
l7XxhBRU--,,,,,GET,/,OTHER,200,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
2fW6fgst--,,,,,GET,/,OTHER,200,0,,,Hello World/1.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
teRzVLNU--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
YbDAHhQ8--,,,,,GET,/robots.txt,OTHER,404,0,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
ySqUJmja--,,,,,GET,/,OTHER,304,0,,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.113 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
Yd1EMhxR--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
Eu6PKaPx--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
n1w0oY2N--,,,,,GET,/.env.save,OTHER,404,0,,,DoCoMo/2.0 SH901iC(c100;TB;W24H12),False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
4UbkMUcv--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
YIHFTSa1--,,,,,GET,/.env.save,OTHER,404,0,,,"Mozilla/5.0 (X11; U; Linux x86_64; en-US) AppleWebKit/532.9 (KHTML, like Gecko) Chrome/5.0.309.0 Safari/532.9",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
SY7sRlIQ--,,,,,GET,/.env.save,OTHER,404,0,,,Mozilla/5.0 (X11; Linux i686; rv:6.0) Gecko/20100101 Firefox/6.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
4p3LVTT1--,,,,,POST,/boaform/admin/formLogin,OTHER,404,0,,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:71.0) Gecko/20100101 Firefox/71.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
5VFRACqO--,,,,,GET,/robots.txt,OTHER,404,0,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
5wlNUAKZ--,,,,,GET,/ads.txt,OTHER,404,0,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
dmgSZgMZ--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
tHzOuuQj--,,,,,GET,/,OTHER,200,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
uapg68xM--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
NuadM8kD--,,,,,GET,/.env,OTHER,404,0,,,"Mozilla/5.0 (SymbianOS/9.2; U; Series60/3.1 Nokia5700/3.27; Profile/MIDP-2.0 Configuration/CLDC-1.1) AppleWebKit/413 (KHTML, like Gecko) Safari/413",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
lCOCEThT--,,,,,GET,/.env,OTHER,404,0,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:5.0) Gecko/20100101 Firefox/5.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
spegDhcw--,,,,,GET,/,OTHER,200,0,,,Hello World/1.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
FpctVCsm--,,,,,GET,/.env,OTHER,404,0,,,"Mozilla/5.0 (X11; NetBSD x86; en-us) AppleWebKit/666.6+ (KHTML, like Gecko) Chromium/20.0.0000.00 Chrome/20.0.0000.00 Safari/666.6+",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
TVvg6hKY--,,,,,GET,/robots.txt,OTHER,404,0,,,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
JI53Dapw--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
TnTiHQA5--,,,,,GET,/robots.txt,OTHER,404,0,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.134 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
rd2vtqVm--,,,,,GET,/ads.txt,OTHER,404,0,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
C73pxBic--,,,,,GET,/robots.txt,OTHER,404,0,,,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
75MehGvg--,,,,,GET,/home/jsp/contact-us,OTHER,200,0,,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.113 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
he5zuA27--,,,,,GET,/home/js/lang/i18n_en.js,OTHER,200,0,,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.92 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
r25IpZ04--,,,,,GET,/home/timeout?gS=SESSION_EXPIRED,OTHER,404,0,,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.92 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
89ra0Vdv--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
MTO8m4lr--,,,,,GET,/,OTHER,200,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
voVnMITS--,,,,,GET,/,OTHER,200,0,,,Mozilla/5.0 (X11; Linux x86_64; rv:130.0.0) Gecko/20100101 Firefox/130.0.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
2XTljqxx--,,,,,GET,/favicon.ico,OTHER,404,0,,,Mozilla/5.0 (X11; Linux x86_64; rv:130.0.0) Gecko/20100101 Firefox/130.0.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
SUfxiNPX--,,,,,GET,/,OTHER,200,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
nAaMAeHG--,,,,,GET,/,OTHER,200,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
d6ALK5zu--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.6778.140 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
tWuOzf5p--,,,,,GET,/,OTHER,200,0,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Avast/131.0.0.0",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
0VEmy28G--,,,,,GET,/home,OTHER,302,0,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Avast/131.0.0.0",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
4d7nUART--,,,,,GET,/home/,OTHER,200,0,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 Avast/131.0.0.0",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
b37EQFgR--,,,,,HEAD,/wordpress,OTHER,404,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
3I9Urr0U--,,,,,HEAD,/,OTHER,200,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
xAnGEn85--,,,,,HEAD,/wp,OTHER,404,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
J3TGiY4J--,,,,,HEAD,/bc,OTHER,404,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
Z9VzOAQP--,,,,,HEAD,/bk,OTHER,404,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
SXuJOsoK--,,,,,HEAD,/backup,OTHER,404,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
3ZYFMgKd--,,,,,HEAD,/old,OTHER,404,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
jlsQJwhr--,,,,,HEAD,/new,OTHER,404,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
3BqPLFon--,,,,,HEAD,/main,OTHER,404,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
ki57brPc--,,,,,HEAD,/home,OTHER,404,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
xplb7OLs--,,,,,GET,/,OTHER,200,0,,,Hello World/1.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
yao06pQo--,,,,,GET,/.docker/.env,OTHER,404,0,,,"Mozilla/5.0 (Linux; U; Android 0.5; en-us) AppleWebKit/522  (KHTML, like Gecko) Safari/419.3",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
YfsLedzC--,,,,,GET,/.docker/.env,OTHER,404,0,,,"Mozilla/5.0 (Linux; Android 8.1.0; Redmi Note 5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.89 Mobile Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
zXpoT0X5--,,,,,GET,/,OTHER,200,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
00p4E0ax--,,,,,GET,/.env,OTHER,404,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
f3V7hSo2--,,,,,POST,/,OTHER,200,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
AD5t1FTL--,,,,,GET,/.env,OTHER,404,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
j98O0BZp--,,,,,POST,/,OTHER,200,0,,,,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
6kkpF4pi--,,,,,GET,/.env,OTHER,404,0,,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:77.0) Gecko/20100101 Firefox/77.0,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
pLuyNHPL--,,,,,GET,/,OTHER,200,0,,,curl/7.61.1,False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
DJu0hjxD--,,,,,GET,/_profiler/phpinfo,OTHER,404,0,,,"Mozilla/5.0 (ZZ; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
s4Pem5jt--,,,,,GET,/_profiler/phpinfo,OTHER,404,0,,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 12_2_8; en) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.2 Safari/605.1.15",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
mgXHjAIC--,,,,,GET,/_profiler/phpinfo,OTHER,404,0,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18363",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
zc4zSNtO--,,,,,GET,/home/our-services/outsourced-manufacturing,OTHER,200,0,,,"Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.7103.113 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",False,False,False,iptables,2025-08-11T11:30:16.134421+00:00
